Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
40612,Mitec Solutions,"Ventura, CA",2021-06-30T16:31:01.072668Z,125.03373592506527,34.041,28586097.222342506,18693918.234270956,,75.113.166.205
40612,Mitec Solutions,"Ventura, CA",2021-06-30T16:31:30.666182Z,125.03373592506527,31.962,40921258.13002613,15684060.57792241,,75.113.166.205
40612,Mitec Solutions,"Ventura, CA",2021-06-30T16:34:30.675281Z,125.03373592506527,30.918,31298958.28162787,10798565.366928047,http://www.speedtest.net/result/11658043946.png,75.113.166.205
